elapsed_ms,kind,detail
344,rate_change,20.0
667,rate_change,22.0
737,rate_change,24.0
865,rate_change,26.0
898,rate_change,52.0
912,rate_change,54.0
945,rate_change,56.0
952,rate_change,112.0
1028,rate_change,114.0
1102,rate_change,116.0
1143,rate_change,232.0
1185,rate_change,234.0
1261,rate_change,236.0
1359,rate_change,238.0
1405,rate_change,400.0
