elapsed_ms,aimd_rps,admitted_rps,backend_capacity_rps,observed_failure_ratio,slow_start_active
325,50.0,3.0733969449666017,500.0,0.0,1
391,50.0,121.2367653400576,500.0,0.0,1
454,50.0,237.8587951262733,500.0,0.0,1
541,50.0,46.20049123596316,500.0,0.0,1
594,50.0,463.0008261416341,500.0,0.021739130434782608,0
667,50.0,55.50855985012023,500.0,0.03636363636363636,0
721,60.0,36.912457492998165,500.0,0.03508771929824561,0
799,70.0,25.40569722760329,500.0,0.0,0
871,80.0,112.25418140862243,500.0,0.0,0
922,90.0,78.68794307336496,500.0,0.0,0
974,100.0,96.17419069418531,500.0,0.0,0
1026,110.0,94.77946912161667,500.0,0.0,0
1077,110.0,99.38093824708999,500.0,0.0,0
1127,120.0,99.09820632246556,500.0,0.0,0
1177,130.0,119.722046114418,500.0,0.0,0
1227,130.0,119.45577858568818,500.0,0.0,0
1278,140.0,139.1341238245204,500.0,0.0,0
1331,140.0,131.41457540082104,500.0,0.0,0
1393,150.0,129.0908174070899,500.0,0.0,0
1446,150.0,169.40870976858432,500.0,0.0,0
1497,160.0,138.56481492936908,500.0,0.0,0
1548,170.0,156.48954820978403,80.0,0.0,0
1598,180.0,178.62828127499867,80.0,0.0,0
1651,180.0,171.0507675257001,80.0,0.20833333333333334,0
1701,95.0,158.71690712807154,80.0,0.5833333333333334,0
1753,95.0,96.75975761680716,80.0,0.6086956521739131,0
1806,95.0,93.25059816994955,80.0,0.6,0
1857,95.0,99.12947862275767,80.0,0.47368421052631576,0
1907,95.0,99.45787105812154,80.0,0.45454545454545453,0
1957,95.0,79.58516234129598,80.0,0.42857142857142855,0
2008,95.0,99.45506975997394,80.0,0.5833333333333334,0
2058,95.0,98.91099000009892,80.0,0.5333333333333333,0
2108,95.0,99.56556160243761,80.0,0.5454545454545454,0
2159,95.0,98.97495009336605,80.0,0.5,0
2209,95.0,79.87758759700759,80.0,0.5,0
2259,95.0,99.81550700578093,80.0,0.35714285714285715,0
2309,95.0,99.84308062390663,80.0,0.3333333333333333,0
2360,95.0,99.0571404576959,80.0,0.3,0
2410,95.0,79.658266038694,80.0,0.3333333333333333,0
2460,95.0,99.15954157433343,80.0,0.2857142857142857,0
2510,95.0,99.83859294356002,80.0,0.47058823529411764,0
2561,95.0,99.58134409640367,80.0,0.47058823529411764,0
2611,95.0,79.88968512718897,80.0,0.5,0
2662,95.0,98.35678660745666,80.0,0.21428571428571427,0
2717,95.0,108.02457494265201,80.0,0.25,0
2768,95.0,79.17819682662497,80.0,0.4,0
2818,95.0,98.642758502917,80.0,0.5384615384615384,0
2869,95.0,97.84943191653161,80.0,0.5,0
2922,95.0,95.77618958720501,80.0,0.42857142857142855,0
2972,95.0,99.50776889989366,80.0,0.4117647058823529,0
3022,95.0,99.8591985300726,80.0,0.4166666666666667,0
3072,95.0,79.81303795858203,80.0,0.2222222222222222,0
3122,95.0,99.68814159910984,80.0,0.16666666666666666,0
3172,95.0,99.41115591196355,80.0,0.25,0
3223,95.0,99.32023443786505,80.0,0.35714285714285715,0
3274,95.0,78.01611571100631,80.0,0.35714285714285715,0
3326,95.0,115.10524609808563,80.0,0.4166666666666667,0
